sentence,aspect,polarity
rani d iha Dante ka hospital rani d ha Gora oh power ensures that you get the highest quality of care and it has top notch facilities and amenities,"['hospital', 'gora', 'rani', 'facilities', 'amenities']","['Neutral', 'Neutral', 'Positive', 'Positive', 'Positive']"
it is a great place to stay at,"['place', 'stay', 'great']","['Positive', 'Positive', 'Positive']"
gm heart care hospital Simm eke l Madurai has the best of doctors who are well educated and smart so I like the treatment at this place,"['madurai', 'hospital', 'treatment', 'simm', 'doctors']","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Positive']"
this hospital is backed by cutting edge medical technology and services and it is one of the best places to do surgery at,"['hospital', 'surgery', 'medical', 'services', 'technology']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors at a c hospital Madurai are very professional and they have expertise in their field so there is no need to worry at all,"['madurai', 'hospital', 'doctors', 'worry', 'professional']","['Neutral', 'Neutral', 'Positive', 'Positive', 'Positive']"
anus ha medical city Ra ka Ra Madurai has doctors that are internationally rent owed yet they do not charge a bomb for the rooms and the service,"['madurai', 'doctors', 'medical', 'rent', 'ra']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
"this hospital provides for hour security and that is really good because I had to stay in the hospital for a night and since I am living alone in the city I had no one who could stay with me and for better recovery I needed to sleep , but they assured me that they have good security which consists of a team of females as well and I do not need to worry","['hospital', 'security', 'assured', 'hour', 'night']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"they are not money minded and are very kind , unlike doctors in other places","['doctors', 'minded', 'money', 'places', 'kind']","['Positive', 'Positive', 'Negative', 'Neutral', 'Positive']"
the doctors at Mohan pan Vijay chow k Gora kWh we examine your case from all angles and do not just rush you into surgery they will even recommend alternative medicine if required,"['gora', 'surgery', 'mohan', 'doctors', 'medicine']","['Neutral', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors at this hospital are very professional and they have expertise in their field so there is no need to worry at all,"['hospital', 'doctors', 'worry', 'professional', 'expertise']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"sheet a la care center full char Gora kh pair has a pharmacy in the hospital , which charges much less for medicines compared to if you buy medicines from outside","['medicines', 'pharmacy', 'hospital', 'gora', 'la']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
this hops it all is a pioneer of innovation and they use the newest and innovative technologies to give their patients the best results,"['patients', 'innovation', 'innovative', 'technologies', 'results']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
The Mitta l eye hospital is to hat a Gora kh port offers advanced treatment by following international medical standards and procedures,"['gora', 'hospital', 'mitta', 'treatment', 'eye']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
this hospital has highly qualified doctors and the operating theatres are really great and fully equipped,"['hospital', 'doctors', 'theatres', 'operating', 'qualified']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Nav j yet my eye clinic VI k as nature Gora kh bar provides super specialty services so no matter what you are suffering since they have got you covered,"['clinic', 'specialty', 'gora', 'eye', 'services']","['Neutral', 'Positive', 'Positive', 'Neutral', 'Positive']"
everyone in rajbanshi Neuro and multi specialty hospital paid Logan j Gora kHz pour from the staff to the maid is great and they know how to treat their patients well,"['gora', 'hospital', 'patients', 'rajbanshi', 'specialty']","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral']"
Anna I hospital upon men I Madurai has a critical care unit nephrology unit a cardiology unit diabetic care and comprehensive child care unit and much more so it is a good place to visit,"['hospital', 'madurai', 'nephrology', 'anna', 'visit']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors at gm heart care hospital Simm eke l Madurai is simply too good and do the surgery with great skill and patience and the success rate of gm heart care hospital Simm eke l Madurai is really high,"['madurai', 'hospital', 'surgery', 'simm', 'doctors']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
very happy with their se vice,"['vice', 'se', 'happy']","['Positive', 'Positive', 'Positive']"
this hospital has experienced staff and state of the art technology and modern amenities,"['hospital', 'amenities', 'staff', 'technology', 'modern']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Janet hospitals Aras a roadie Madurai gives you excellent diagnosis and the doctors have good medical expertise as well,"['madurai', 'diagnosis', 'hospitals', 'doctors', 'medical']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
the doctors are very good as well,"['doctors', 'good']","['Positive', 'Positive']"
this hospital has the best departments and they keep res e arcing on the best ways to do the treatment so it is a great place to work at,"['hospital', 'treatment', 'departments', 'place', 'work']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
Deva does s hospitals surveyor colony Madurai gives you excellent diagnosis and the doctors have good medical expertise as well,"['diagnosis', 'hospitals', 'madurai', 'medical', 'doctors']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
it just felt that I woke up from sleep,"['woke', 'sleep', 'felt', 'just']","['Negative', 'Neutral', 'Negative', 'Neutral']"
we were really happy with the treatment,"['treatment', 'happy', 'really']","['Positive', 'Positive', 'Positive']"
this hops it all has some really experienced and well qualified doctors so you can trust them with your life because their success rate for surgery is really high,"['surgery', 'doctors', 'trust', 'experienced', 'success']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"this hospital uses international standards as their benchmark for medical , nursing and operating protocols , and they are the best at their job","['hospital', 'standards', 'nursing', 'benchmark', 'medical']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"this hospital has really professional doctors and immediately after the operation , they told us what we have to do to take care of our daughter and my daughter said that she did not feel any pain after the surgery","['surgery', 'hospital', 'pain', 'operation', 'daughter']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops its oil is known for its emergency medical services and they also have a cardiac and trauma ambulance,"['ambulance', 'emergency', 'medical', 'cardiac', 'oil']","['Positive', 'Positive', 'Positive', 'Neutral', 'Positive']"
ratna clinic can rag hat Gora kh pair has advanced technology eq IP men and tools so any advanced surgery can be done really smoothly here,"['surgery', 'gora', 'clinic', 'ratna', 'advanced']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Lok pry a hospital rapt in the agar Gora kh bar is known for its emergency medical services and they also have a cardiac and trauma ambulance,"['gora', 'hospital', 'lok', 'ambulance', 'emergency']","['Positive', 'Neutral', 'Neutral', 'Neutral', 'Positive']"
the doctors at this hospital examine your case from all angles and do not just rush you into surgery they will even recommend alternative medicine if required,"['surgery', 'hospital', 'doctors', 'medicine', 'case']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
Karen a I hospital Nari me do Madurai has amazing staff who will check on you at regular intervals and ensure that you are well taken care of,"['madurai', 'hospital', 'staff', 'nari', 'ensure']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
the doctors at this hospital are very sincere and they are very dedicated towards giving their clients amazing results,"['hospital', 'doctors', 'clients', 'results', 'giving']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital has an in house the rid party assistance desk that assists you with the process of your media claim really well,"['hospital', 'media', 'party', 'assistance', 'desk']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops its oil is known for its emergency medical services and they also have a cardiac and trauma ambulance,"['ambulance', 'emergency', 'medical', 'cardiac', 'oil']","['Positive', 'Positive', 'Positive', 'Neutral', 'Positive']"
Nav j yet my eye clinic VI k as nature Gora kh port is fully supported with the best technology amenities and facilities so you do not have to worry at all,"['gora', 'facilities', 'port', 'clinic', 'eye']","['Positive', 'Positive', 'Positive', 'Neutral', 'Neutral']"
everyone in this hospital from the staff to the maid is great and they know how to treat their patients well,"['patients', 'hospital', 'maid', 'staff', 'treat']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
